ep_id,title,season,ep_num,air_date,description,imdb_rate,show_id
1743845,That's Me Trying,7,7,04 Nov 2010,"The residents are pushed to their limits when Owen puts them through a rigorous trauma certification drill; meanwhile, Cristina is also tested when left alone to monitor a very ill lung transplant patient.",7.8,413573
1743846,Something's Gotta Give,7,8,11 Nov 2010,"Top security measures go into place as a team of doctors, led by the Chief, try to save the life of a major political figure from the Middle East. Meanwhile Cristina decides to finally decorate her new place and throw a housewarming party, and Alex shows up late from a weekend getaway to his first day of rounds with the new Pediatrics Attending, Dr. Robert Stark.—ABC Publicity",7.8,413573
1743847,"Slow Night, So Long",7,9,18 Nov 2010,"Derek lands the grant he needs for his clinical trial and all the attendings take him out to Joe's Bar to celebrate, but they get a surprise when they see someone they know already at the bar. Meanwhile, Meredith and Alex have to fend for themselves during the night shift with a nine-year-old patient who's experiencing post-surgical complications and his very pushy mother.—ABC Publicity",8.1,413573
1782086,Adrift and at Peace,7,10,02 Dec 2010,"Despite Meredith's objections to the idea, a concerned Derek takes Cristina on a fishing trip in order to get away from it all, while Teddy, feeling directionless without Cristina, directs all of her efforts and compassion towards a dying patient who lacks the proper insurance to seek medical treatment.—ABC Publicity",8.2,413573
1782085,Disarm,7,11,06 Jan 2011,"News of the incoming mass causalities after a gunman opens fire at a local college hits the staff hard when they must spring into action, even while their own wounds are still fresh; and Arizona does not receive a warm welcome home at the hospital.—ABC Publicity",8.6,413573
1802924,Start Me Up,7,12,13 Jan 2011,"Arizona seeks Mark's advice as she tries to reconcile with Callie, who has big news of her own; Teddy must make a key decision for Henry during his surgery; and on the same day the residents receive a new crop of interns, the Chief announces he is looking for a new Chief Resident.—ABC Publicity",7.9,413573
1816195,Don't Deceive Me (Please Don't Go),7,13,03 Feb 2011,Meredith feels left out when Derek breaks ground on his clinical trial; Bailey's new idea does not go over well with the chief; Callie irritates her new obstetrician.,7.8,413573
1816196,P.Y.T. (Pretty Young Thing),7,14,10 Feb 2011,"Thatcher Grey, Meredith and Lexie's father, returns to Seattle Grace with stomach pains and a new, twenty-something tattooed girlfriend, Danielle. Meanwhile, Alex clashes with the new OB, Dr. Lucy Fields, over a patient and Mark places Jackson on his service in exchange for information on Lexie.—ABC Publicity",7.7,413573
1818770,Golden Hour,7,15,17 Feb 2011,"Meredith, looking to prove she is Chief Resident material, learns that anything and everything can happen in an hour's time when she steps up to run the ER for a night; meanwhile, Bailey sneaks off with Eli and gets into a little mischief, and everyone is surprised when the Chief's wife, Adele, shows up as one of the ER patients.—ABC Publicity",8.6,413573
1818771,Not Responsible,7,16,24 Feb 2011,"Meredith must choose between her fertility treatments and her eyesight when she begins having trouble seeing, Mark makes it clear to Callie and Arizona that he takes his role as father-to-be very seriously, and April discovers there's more to Dr. Stark than first appears.—ABC Publicity",7.7,413573
1831103,This Is How We Do It,7,17,24 Mar 2011,"Richard is desperate for Derek and Meredith to accept Adele into their Alzheimer's trial, but will Adele stand in her own way? Meanwhile Mark and Arizona have conflicting ideas of the kind of baby shower Callie wants, Teddy is freaked out when Henry has another health complication -- leaving them both a little exposed -- and the competitiveness amongst the residents for the Chief Resident position is amplified when Richard receives the green light for his diabetes clinical trial.—ABC Publicity",8.0,413573
1831104,Song Beneath the Song,7,18,31 Mar 2011,"In a series first, the music that has been at the heart of the show and been beloved by fans comes to life for Grey's Anatomy: The Music Event. A cataclysmic event rattles the doctors of Seattle Grace to the core, as Callie, on the verge of an enormous life-changing moment with Arizona, envisions her hospital and friends as it has never-been-seen before. ""Chasing Cars"" (Snow Patrol), ""How to Save a Life"" (The Fray) and ""The Story"" (Brandi Carlile) are among the songs performed by the cast.—ABC Publicity",6.2,413573
1831105,It's a Long Way Back,7,19,28 Apr 2011,Everyone pulls together to help Callie and baby Sofia on their painstaking journeys to recovery in hopes of allowing mother and baby to finally meet; the sudden death of a clinical trial patient has Derek proceeding with more caution while Meredith makes a calculated and risky move; Alex treats a cranky old rich woman dying of cancer and gets an idea for a grandiose endeavor that is sure to get him the Chief Resident spot; and Teddy is pleasantly surprised by the return of a familiar face.—ABC Publicity,7.8,413573
1831106,White Wedding,7,20,05 May 2011,"As Callie and Arizona's wedding approaches, the couple quickly realize that the day they've been looking forward to is not turning out the way they'd envisioned. Meanwhile Alex continues to make the other residents jealous as he appears to be the top contender for Chief Resident, Meredith and Derek make a decision that will change their lives forever, and Dr. Perkins presents Teddy with a very tempting proposition.—ABC Publicity",7.9,413573
1831107,I Will Survive,7,21,12 May 2011,"As the official Chief Resident interviews begin, everyone steps up their game in the hopes of impressing Owen. Meanwhile, Meredith anxiously prepares for her first interview with the social worker, Alex and Lucy's relationship is tested when they are both given incredible opportunities, and Cristina fights for a shot in the OR.—Nadia Nassar",7.9,413573
1831108,Unaccompanied Minor,7,22,19 May 2011,"The facts of Meredith's dishonesty in the clinical trial come to light, leading to unanticipated consequences for both her and others. Cristina finds herself in an unfortunate situation that puts her at odds with Owen. Meanwhile, Owen posts his decision for chief resident and Teddy makes a surprising choice regarding her love life -- and her future.—ABC Publicity",8.2,413573
1926568,Free Falling,8,1,22 Sep 2011,The fifth-year residents return for the first day of a year that will make or break their careers: Meredith faces the consequences of tampering with Derek's clinical trial and is terminated at the hospital; April tries to step up to the plate as Chief Resident in the wake of a giant sinkhole in the middle of Seattle; and Cristina and Owen are still at odds over their drastically different feelings for their unborn child.—ABC Publicity,8.1,413573
2016477,She's Gone,8,2,22 Sep 2011,"News of Meredith and Derek's unsteady relationship raises a red flag for Zola's adoption counselor; Alex quickly realizes that he has become the outcast of the group after ratting out Meredith; and Cristina makes a tough decision regarding her unexpected pregnancy. Also, Chief Webber brings Henry in for a last minute surgery, alarming Teddy.—ABC Publicity",8.3,413573
2016478,Take the Lead,8,3,29 Sep 2011,"The Chief makes a career-changing decision that shocks Seattle Grace Hospital; Cristina and Owen try to find normalcy in their relationship; April continues to struggle in her new role; and the 5th year residents are given their first solo surgeries, only to find out that even the most routine procedures aren't always easy.—ABC Publicity",8.1,413573
2056971,What Is It About Men,8,4,06 Oct 2011,"The doctors of Seattle Grace are called upon to man up when a stampede at a comic book convention causes an influx of colorful characters in the ER-blurring the lines of fantasy and reality; Mark shows his softer side with baby Sofia when Arizona and Callie go out of town, but at work he continues to give Jackson a hard time; Ben returns to the ER, only to find that Nurse Eli has moved in on Bailey; and the male doctors bond over their frustrations with women, on a special all-boys episode.—ABC Publicity",8.1,413573
2070144,"Love, Loss and Legacy",8,5,13 Oct 2011,"The residents try their hardest to impress surgical great Catherine Avery-who also happens to be Jackson's mother-when she arrives at Seattle Grace to perform a groundbreaking transplant surgery; Arizona and Alex find their hands tied with a confidentiality issue when a familiar patient comes into the ER; meanwhile, a love-struck Teddy throws a dinner party for the couples, and Bailey makes a decision regarding her love life.—ABC Publicity",8.1,413573
2069323,Poker Face,8,6,20 Oct 2011,"After being blackballed by most of the surgeons, Meredith uses Lexie to spark Derek's interest in her patient's rare brain tumor case and, in secret, gives guidance to April with Bailey's clinical trial; Callie's wish for Arizona and Mark to form a friendship comes to fruition and she realizes it's more irritating than helpful; Alex and Teddy research alternative surgeries for a very superficial patient; and Callie and Cristina struggle with a very difficult spinal surgery.—ABC Publicity",7.9,413573
2071049,"Put Me in, Coach",8,7,27 Oct 2011,"While Chief Hunt attempts to build team-working skills among the doctors of Seattle Grace Mercy West in preparation for their big game against Seattle Presbyterian, Alex investigates the legal proceedings around Zola's adoption. Derek prepares for a surgery never before performed and Teddy has a seemingly unusual plan for Cristina's future in surgery.—Nadia Nassar",8.2,413573
2084356,Heart-Shaped Box,8,8,03 Nov 2011,"The doctors become nostalgic when George O'Malley's mother, Louise, returns to Seattle Grace for medical help after a botched surgery at a neighboring hospital; the residents are inspired by a medical miracle when they witness a harvested heart that continues to beat outside the body; a new pediatric fellow excites Arizona and makes Alex feel threatened; Jackson lets his suspicions about Mark and Lexie interfere with his work; and Henry and Teddy have their first marital fight when he expresses interest in pursuing medical school.—ABC Publicity",8.4,413573
2095253,Dark Was the Night,8,9,10 Nov 2011,Teddy puts her husband's life in the hands of her peers when Henry is sent to the OR for surgery and she's called away on another case; Meredith and Derek receive the long-awaited news about Zola; Callie and Jackson come under fire when their patient experiences post-surgery complications; and Meredith and Alex are involved in a life-threatening situation when they travel to a neighboring hospital to tend to a sick newborn.—ABC Publicity,9.1,413573
2104399,Suddenly,8,10,05 Jan 2012,"A severe car crash involving an entire family results in an all-hands-on situation in the ER, as the eldest daughter is left to make the toughest decision of her life. Meanwhile Teddy, still in the dark about Henry's death, calls upon Cristina to help with her patient in the O.R., and Lexie finds herself working alongside Mark's new girlfriend, Julia, during an eye surgery.—ABC Publicity",9.0,413573
2110742,This Magic Moment,8,11,12 Jan 2012,The doctors split into teams for a risky surgery involving conjoined twins; Bailey recruits Meredith to be a buffer between her and Ben when he puts pressure on moving their relationship to a more serious level; Richard teaches Alex a tough lesson in the OR; meanwhile Teddy questions Cristina about what exactly happened to Henry during his surgery.—ABC Publicity,8.2,413573
2171023,Hope for the Hopeless,8,12,19 Jan 2012,"While Derek prepares to operate on a tumor deemed entirely inoperable, Hunt pressures Meredith to declare a specialty and everyone believes that general is the obvious choice. Then, as Cristina and Teddy try to steal a prized cardio surgery, the doctors celebrate Zola's first birthday and Richard's 10,000th surgery.—Nadia Nassar",8.2,413573
2187691,If/Then,8,13,02 Feb 2012,"As Meredith puts Zola to bed and falls asleep, she begins to wonder - what if her mother had never had Alzheimer's and she'd had loving, supportive parents? The reverberations of a happy Meredith Grey change the world of Seattle Grace as we know it. What if she had never met Derek in that bar and he had never separated from Addison? What if Callie and Owen had become a couple long before she met Arizona? And what if Bailey never evolved from the meek intern she once was?—phch9678",7.7,413573
2187687,All You Need Is Love,8,14,09 Feb 2012,"In the spirit of Valentine's Day, Meredith and Derek try to have a night to themselves when Lexie offers to watch Zola; Callie hands babysitting duties over to Mark so that she can surprise Arizona with a romantic evening; and Ben proves to Bailey that he knows her better than she thinks. Meanwhile, the ER fills with romantics, including a 10-year-old girl who has an allergic reaction to chocolates from her valentine and a man who is hit by a car while chasing down his frustrated girlfriend.—ABC Publicity",8.0,413573
2187689,Have You Seen Me Lately?,8,15,16 Feb 2012,"In a final attempt to save Erica's life, Amelia arrives at Seattle Grace to beg Derek for help with the gliosarcoma case; Cristina and Owen engage in heated arguments during marriage counseling; Alex realizes that in order to be a good doctor, he'll need to improve his people skills; and Meredith is given a chance to shine when a man enters the ER after getting his hand stuck in meat grinder. Meanwhile, the residents continue to study for their upcoming oral boards.—ABC Publicity",7.9,413573
2208571,If Only You Were Lonely,8,16,23 Feb 2012,"As Adele's condition continues to deteriorate, Richard considers altering their living situation; an explosion at a local coffee shop results in a busy day in the ER for the doctors; Callie takes Meredith under her wing by helping her study for her boards; Lexie joins Arizona and Alex in peds, as they continue to care for intern Morgan's premature son; and when Jackson snaps at a patient, Mark encourages him to find ways to relieve his stress. Meanwhile, Cristina lets her suspicions get the best of her.—ABC Publicity",8.0,413573
2232323,One Step Too Far,8,17,15 Mar 2012,"Derek encourages a hesitant Meredith to work with him again in neurology; Jackson's mother, Catherine Avery, returns to Seattle Grace with a urology fellow and develops an interest in Richard; and Cristina becomes increasingly suspicious of Owen's every move. Meanwhile, Alex tries to deny the fact that Morgan may be falling for him.—ABC Publicity",7.9,413573
2232325,The Lion Sleeps Tonight,8,18,05 Apr 2012,"A pet lion on the loose gives the hospital some fierce injuries to deal with. Meanwhile, Cristina continues to ignore Owen, Lexie reconsiders her feelings for Mark, Callie has to face Arizona's romantic past with other hospital staff, and Alex starts to feel uncomfortable about his relationship with Morgan.—Nadia Nassar",7.9,413573
2245673,Support System,8,19,12 Apr 2012,"Grey, Bailey, and Webber work on a multi-organ transplant but run into some barriers when Dr. Sloan, the temporary Chief, orders them to cancel the surgery. Meanwhile, Cristina and Owen spend the day at home, working through their marital problems.—Nadia Nassar",8.1,413573
2245675,The Girl with No Name,8,20,19 Apr 2012,"While the hospital becomes the center of attention as the victim of a famous kidnapping case is brought to the hospital, the fifth years take their placement interviews. Meanwhile, Adele Webber's memory continues to deteriorate, forcing Richard to reconsider their relationship.—Nadia Nassar",8.5,413573
2245677,Moment of Truth,8,21,26 Apr 2012,As the fifth-years head off to San Francisco to take the most important exam of their lives there are some surprises along the way; Owen and Teddy continue to fight back at the hospital; Mark and Lexie reconnect; and Tommy's condition worsens.—Nadia Nassar,8.4,413573
2245679,Let the Bad Times Roll,8,22,03 May 2012,"Six hours after their oral boards, the fifth years relive their answers and worry about their chances. Back at the hospital, Bailey has to woo potential candidates for the hospital and Mark is startled when Julia makes a proposal about their future.—Nadia Nassar",8.5,413573
2245681,Migration,8,23,10 May 2012,"Before the Seattle Grace doctors head to Boise to take part in an operation on conjoined twins, the Attendings pressure the 5th years for final decisions on their posts next year. Meanwhile, Arizona must face the reality of her friend's condition and Ben tries to get Bailey to go on a special lunch date.—Nadia Nassar",8.6,413573
2245683,Flight,8,24,17 May 2012,"As Meredith, Cristina, Derek, Mark, Lexie, and Arizona face the aftermath of their accident, the doctors back at the hospital face the future that seems to be taking them all in different directions.",8.8,413573
2397001,"Going, Going, Gone",9,1,27 Sep 2012,"Months after the plane crash, the doctors at Seattle continue to try and find a new sense of normalcy. With a new set of interns to put through the ringer, the new fellows and attendings get used to their roles while Cristina adjusts to her new life in Minnesota. But the life of one doctor hangs in the balance and it's clear that Seattle Grace Mercy West is not the same.—Nadia Nassar",8.5,413573
2380524,Remember the Time,9,2,04 Oct 2012,Each of the doctors involved in the crash experiences flashbacks that take them back to their time of rescue and explain how they got to where they are now.,8.8,413573
2424794,Love the One You're With,9,3,18 Oct 2012,"The survivors of the crash are presented with a settlement offer, which forces them to choose between putting the incident behind them or investigate the true cause. Meanwhile various events occur: Jackson and April struggle to work with each other, Bailey is annoyed by the new attendings' behaviors, Callie struggles to communicate with Arizona and Cristina learns to work with her new colleagues in Minnesota.—Nadia Nassar",8.2,413573
2407126,I Saw Her Standing There,9,4,25 Oct 2012,"As Cristina begins to make new ""friends"" in Minnesota, Meredith struggles with whether or not to tell Derek about an extremely rare case she is working on. Meanwhile, Arizona begins work with her new prosthetist and tensions flare around work when Jackson's mother comes into town.—Nadia Nassar",8.0,413573
2436060,Beautiful Doom,9,5,08 Nov 2012,"Split between Meredith in Seattle and Cristina in Minnesota, this episode shows each surgeon tackling an incredibly challenging surgery. Meredith must juggle work and parental obligations while Cristina is caught between Dr. Thomas and Dr. Parker.—Nadia Nassar",8.5,413573
2468414,Second Opinion,9,6,15 Nov 2012,"Cristina's return to Seattle proves to be awkward when she and Owen must face each other again. Meanwhile, Jackson and April continue to try and negotiate their relationship, Jo deals with a perplexing case, and Bailey attempts to get Arizona into the hospital. Then, the survivors of the crash are shocked with new information about the cause of the crash.—Nadia Nassar",8.1,413573
2468416,I Was Made for Lovin' You,9,7,29 Nov 2012,"It's Arizona's first day back at work and Callie tries to keep things as normal as possible for her. Meanwhile, Bailey argues with Ben over wedding plans and Cristina and Owen continue to struggle with their relationship while Owen faces his first set of meetings about the plane crash.—Nadia Nassar",8.1,413573
2513560,Love Turns You Upside Down,9,8,06 Dec 2012,"In an intern-centered episode, Jo and Alex work closely together and Jo discovers she has a certain image. Meanwhile, Meredith's intern is forced to find a donor nerve for Derek's hand and Cristina pits two of her interns against one another in competition for time in the OR.—Nadia Nassar",8.1,413573
2513562,"Run, Baby, Run",9,9,13 Dec 2012,"As Bailey prepares for her wedding, Meredith and Derek disagree on whether or not to go through with the nerve transplant. Then, Cristina learns of the real reason behind Owen's plea for a divorce and Jo finds herself in trouble when she accuses Alex of mishandling her training.—Nadia Nassar",8.4,413573
2523518,Things We Said Today,9,10,10 Jan 2013,"As Bailey puts her wedding on hold to tend to Adele, a biker gang floods the hospital with injuries for all the other doctors to tend to. Meanwhile, Cristina and Owen make a final decision about the divorce and Callie and Arizona try to reconnect.—Nadia Nassar",8.4,413573
2564404,The End Is the Beginning Is the End,9,11,17 Jan 2013,"The survivors receive a final verdict about the plane crash which will change their lives, and the hospital, forever. Meanwhile, Derek continues to undergo rehabilitation on his hand, Cristina and Owen enjoy their new relationship with each other and Richard tries to avoid Catherine's advances.—Nadia Nassar",8.1,413573
2532024,Walking on a Dream,9,12,24 Jan 2013,"Arizona is grappling with the pain of Phantom Limb when a consultant arrives at the hospital to begin an investigation in possible cost-cutting solutions. While Derek embarks on his first major surgery, Meredith faces her biggest fear as she experiences pregnancy mood swings.—Nadia Nassar",7.9,413573
2567774,Bad Blood,9,13,31 Jan 2013,"While Derek and April try and find a way to save the ER, Cristina and Leah struggle to keep a patient alive while respecting his wishes. Alana is pulled into a surgery with Owen that may change the way she views the hospital's ER.",7.8,413573
2630060,The Face of Change,9,14,07 Feb 2013,"Alex and Jackson are pitted against each other to become the next ""face"" of Seattle Grace while they work on a sex reassignment surgery for a transgender teen. Then, April brings in an emergency trauma case which requires the help and discretion of many of the doctors. Meanwhile, Callie and Richard visit a recently revitalized hospital to understand what they are all in for.—Nadia Nassar",8.1,413573
2622548,Hard Bargain,9,15,14 Feb 2013,"As the hospital inches closer to finding a buyer, many of the doctors don't like the new changes being made, causing the crash survivors to consider a crazy idea. Meanwhile, April's relationship with Matthew progresses and she asks Jackson for advice.—Nadia Nassar",8.2,413573
2634948,This Is Why We Fight,9,16,21 Feb 2013,"The crash survivors race against the clock to find a buyer for the hospital before Pegasus closes in. Meanwhile, the interns and other doctors at SGMW plan for what they believe will be their imminent departure while Jackson's mother continues to try to convince him to move to Boston.—Nadia Nassar",8.5,413573
2723210,Transplant Wasteland,9,17,14 Mar 2013,"The transition to new management has the doctors at each others throats. Matters become worse when Owen quits, leaving the OR board in complete disarray.",8.1,413573
2727620,Idle Hands,9,18,21 Mar 2013,"With the new hospital up and running smoothly, everyone is happy about the new changes. Meredith worries about the health of her baby while Bailey tries to get funding from the board members. Meanwhile, Arizona's new prosthetic gives her the confidence to reignite her relationship with Callie.—Nadia Nassar",7.8,413573
2727626,Can't Fight This Feeling,9,19,28 Mar 2013,"When a giant gas tanker explodes on a highway, a couple of parents are admitted to the hospital while Owen looks after their son. Matthew is caught in the explosion and is admitted to the hospital while a single mother fights to find out what mysterious illness is plaguing her son.—Nadia Nassar",7.8,413573
2767588,She's Killing Me,9,20,04 Apr 2013,"A couple of Syrian doctors arrive at Grey Sloan Memorial to learn field techniques for war zones. Meredith learns the results of her genome sequencing and Owen continues to watch over Ethan. Then, when a series of patients return with post-op infections, one doctor's work falls under suspicion.—Nadia Nassar",7.9,413573
2787000,Sleeping Monster,9,21,25 Apr 2013,"At Jackson's request, the CDC arrives at the hospital to begin an investigation surrounding Bailey's patients. April blames Jackson for her breakup with Matthew and Alex tries to be nice to Jason. Owen continues to get closer to Ethan as his dad's health remains uncertain.—Nadia Nassar",7.8,413573
2812610,Do You Believe in Magic,9,22,02 May 2013,"A magician's assistant arrives at the hospital with a severe injury that has all the general surgeons involved, except for Bailey who is ignoring all of the attendings. As Cristina searches for a way to wake his father up, Ethan has a medical emergency of his own. Alex tries to avoid Jo at the hospital and a new cranial-facial specialist flirts with Arizona.—Nadia Nassar",7.7,413573
2862738,Readiness Is All,9,23,09 May 2013,"With a major storm rolling in, the hospital is chaotic. Owen, Callie, and Ben's OR threatens to burst into flame at any moment while Lauren, Arizona, and Jackson work on the complex facial reconstruction. When Jason comes into the hospital in critical condition, Alex does everything he can to protect Jo. With Meredith's due date just weeks away, Derek urges her to slow down.—Nadia Nassar",8.4,413573
2862736,Perfect Storm,9,24,16 May 2013,"As Seattle is plunged into a major storm, Meredith goes into labour. When the hospital loses power, her doctor and all the others are forced to work in the dark. Cristina must perform surgery in almost complete darkness while Arizona, Alex, and Lauren must ward off terrified parents. Then, just outside the hospital, a school bus full of people crashes and flips over, forcing several doctors to rescue its passengers. Cristina finally confronts Owen on his desire to have kids.—Nadia Nassar",8.9,413573
2911802,Seal Our Fate,10,1,26 Sep 2013,"Following the storm, a mudslide injures first responders and citizens.",8.0,413573
3093166,I Want You with Me,10,2,26 Sep 2013,Callie makes a decision about her relationship.,7.8,413573
3170648,Everybody's Crying Mercy,10,3,03 Oct 2013,Derek and Meredith adjust to life at home with their newborn.,7.5,413573
3163418,Puttin' on the Ritz,10,4,10 Oct 2013,The doctors put together a fundraising gala.,7.7,413573
3172724,I Bet It Stung,10,5,17 Oct 2013,Meredith struggles to balance her roles as a surgeon and a mother.,7.5,413573
3172730,Map of You,10,6,24 Oct 2013,"Derek and Callie work on a brain mapping project, Richard encourages the interns to use his physical condition as a learning tool and after a discussion with Callie, Meredith considers continuing her mother's research although she doesn't want to be like Ellis her mother. Alex Karev has unresolved feelings with his father and takes his anger out on his girlfriend and a man he meets in the hospital.—sarahmeehan",7.6,413573
3240812,Thriller,10,7,31 Oct 2013,"Costumed patients create a challenge for the doctors; Derek and Ben work on a new surgical technique; Richard asks a resident to perform his next surgery, angering Bailey.",7.2,413573
3231704,Two Against One,10,8,07 Nov 2013,A betrayal intensifies the issues between Cristina and Meredith; Matthew and April make a decision about their relationship; Bailey faces difficulties with Ben's return.,7.4,413573
3273224,Sorry Seems to Be the Hardest Word,10,9,14 Nov 2013,Callie's career is on the line when she is being sued for negligence after an operation on a star athlete goes horribly wrong.,7.9,413573
3297842,Somebody That I Used to Know,10,10,21 Nov 2013,Ben worries that an innocent conversation with Derek could end up causing problems for Bailey; Cristina turns to Shane as tension with Meredith increases; April's upcoming wedding creates an uncomfortable situation for Stephanie and Jackson.—Anonymous,7.5,413573
3331478,Man on the Moon,10,11,05 Dec 2013,"April's visiting sisters get on her nerves; when Matthew and Jackson witness an accident, they must work together; Callie and Arizona work on their relationship.",7.6,413573
3331928,"Get Up, Stand Up",10,12,12 Dec 2013,Meredith and Cristina bicker about their careers; Bailey talks to Ben about him moving back to Seattle; Shane puts himself in a risky situation; Derek receives a life-changing phone call.,8.6,413573
3469260,Take It Back,10,13,27 Feb 2014,"The doctors face the consequences of the events that took place at April's wedding. Meredith feels betrayed when Derek goes back on a promise, Alex is furious after returning to the hospital and hearing the news about his father, and Arizona and Callie decide whether or not to move forward together. Meanwhile, Bailey realizes she was wrong about the motive behind Ben's decision to move back to Seattle.—Austin Guzman",8.1,413573
3551628,You've Got to Hide Your Love Away,10,14,06 Mar 2014,Couples panic when the hospital announces a nonfraternization policy; Owen and Emma discuss the future; Meredith and Cristina have some girl time; Richard asks the residents for help with a rare cancer case.,7.9,413573
3565142,Throwing It All Away,10,15,13 Mar 2014,Arizona's bad day escalates when she advises a patient on a potential double amputation; Derek breaks a promise; Stephanie and Jo find an abandoned baby; the nonfraternization rule leads to a suspension.,7.9,413573
3576878,We Gotta Get Out of This Place,10,16,20 Mar 2014,"Richard is given a rare case for his birthday, given by Bailey. Catherine Avery returns to try to talk sense into Jackson for marrying April.",7.7,413573
3576876,Do You Know?,10,17,27 Mar 2014,Follows Christina's life as she wonders how her life would take shape based on a single decision.,7.2,413573
3544216,You Be Illin',10,18,03 Apr 2014,The doctors of Grey Sloan Memorial Hospital succumb to an infection that spreads like wildfire. Cristina deals with a complex case involving siblings and Alex begins to consider his future in the hospital.,7.6,413573
3561164,I'm Winning,10,19,10 Apr 2014,Meredith and Bailey tackle jealousy as Cristina receives an early morning phone call that might change her life; Callie comes to a shocking realization and Alex makes a decision.,8.0,413573
3580770,Go It Alone,10,20,17 Apr 2014,"Callie and Arizona discuss having another baby, Derek has a hard time juggling work and family, Jackson and April have their first big fight and Christina attends the Harper Avery Award Ceremony. But is she going to win?",7.8,413573
3594958,Change of Heart,10,21,24 Apr 2014,Derek's sister Amelia comes for a visit; Alex confronts Arizona and the rest of the hospital about his decision; Dr Webber finds out the truth about Harper Avery award from Catherine.,8.2,413573
3639496,We Are Never Ever Getting Back Together,10,22,01 May 2014,"Richard voices his feelings about the Avery Foundation and that they should act. Christina gets an invite to speak at an institute in Zurich, she goes and meets someone she knows who makes her an unusual offer. Amelia helps Derek when he prepares to operate on conjoined twin sisters who are attached at the head. Bailey avoids seeing her patient because she used an unauthorized treatment.—rcs0411@yahoo.com",8.7,413573
3668420,"Everything I Try to Do, Nothing Seems to Turn Out Right",10,23,08 May 2014,"While Bailey faces dire consequences for her reckless behavior, Cristina interviews candidates for Dr. Russell's replacement. Alex returns with a motive, disappointment hits Callie and Derek brings forth a shocking proposal to Meredith.",8.1,413573
3675214,Fear (of the Unknown),10,24,15 May 2014,Cristina must head to Zurich soon but she is unprepared to leave behind her life in Seattle. Fear runs amok throughout the hospital as an explosion in a shopping mall results in a mass casualty situation.,9.2,413573
3721002,I Must Have Lost It on the Wind,11,1,25 Sep 2014,Callie and Arizona have to make a choice regarding surrogacy while the board has to decide whether to give Cristina's seat on the board to Alex or Bailey. Amelia overhears the truth about Maggie Pierce.,7.6,413573
4024124,Puzzle with a Piece Missing,11,2,02 Oct 2014,"In this Maggie-centric episode, she continues to try to make a positive impression at the hospital but finds herself in extremely unfortunate situations. Meanwhile, Richard continues to hold onto his secret and the doctors work with a dying woman who is being kept alive by her daughter.—Anonymous",7.6,413573
4006504,Got to Be Real,11,3,09 Oct 2014,"Owen introduces Callie to the Veterans Hospital patients in hopes that she will help them with her robotic limb lab, Jo becomes jealous of Alex and Meredith's friendship, and Maggie continues to confide in Richard. Meanwhile, Alex and Bailey prepare to go in front of the board.",7.5,413573
4070008,Only Mama Knows,11,4,16 Oct 2014,"Secrets from Ellis Grey's past come to light when Meredith watches old videos and reads through her mother's journals. Meanwhile, Maggie rocks the hospital with an unexpected announcement; Alex gets new responsibilities and Callie focuses her attention on the Veterans' project.",8.2,413573
4070010,Bend & Break,11,5,23 Oct 2014,"Arizona and Callie take a trial ""separation"" at the suggestion of a marriage therapist but have a hard time keeping separated. They share joint custody of their daughter while living in the same house not speaking or doing anything intimate, which takes a toll on Callie.",7.7,413573
4147376,Don't Let's Start,11,6,06 Nov 2014,"A woman comes in badly hurt from a car jack and Owen pays some extra attention when she is found to have served in the military. Derek desperately tries to organize a dinner binding together Meredith's complicated family but is fought from every angle. Meanwhile April reacts strongly to the arrival of her mother and Arizona is fighting hard to manage under the pressure from her new ""boss"".—danni_ella_2",7.5,413573
4147378,"Could We Start Again, Please?",11,7,13 Nov 2014,"A patients relative causes problems for Amelia in the E.R, and it is down to Derek to decide whether to stick up for her or not. Elsewhere it is the day of Jo's first solo operation. Will Amelia's past end her chances of working at grey sloan?",8.0,413573
4203848,Risk,11,8,20 Nov 2014,"Maggie and Meredith disagree with Derek about the best way to approach a patient's case, which leads to a bigger argument between the couple. Meanwhile, Callie feels responsible when one of her veterans is pushed too far and one doctor's routine procedure results in a devastating diagnosis, on the winter finale.",8.0,413573
4224918,Where Do We Go From Here?,11,9,29 Jan 2015,Meredith keeps herself busy while Derek prepares for his move; Jackson and April get difficult news; Arizona and Amelia talk about how best to approach Dr. Herman.,7.9,413573
4303550,The Bed's Too Big Without You,11,10,05 Feb 2015,"April stays positive as tests are run on her baby; Dr. Herman plans a crash course in fetal surgery; Callie and Owen encourage each other to return to the dating scene; Bailey, Meredith and Maggie try to learn more about a patient's tumor.",7.9,413573
4327490,All I Could Do Was Cry,11,11,12 Feb 2015,"After several discussions with Dr. Herman, April and Jackson must face their situation head on and make a difficult decision regarding their unborn child. Catherine arrives in Seattle and bumps into Richard at the hospital. Meanwhile, Meredith tries to find someone to take care of the kids so she can visit Derek for the weekend, and Amelia shows Stephanie some tough love when they work together on a case.",8.5,413573
4303552,The Great Pretender,11,12,19 Feb 2015,"Maggie gets upset when Meredith dodges her questions about DC; Bailey and Ben become concerned about Ben's brother after he is admitted to the hospital, and Dr. Herman starts to warm up to Arizona. Meanwhile, Richard begins to feels manipulated by Catherine.",7.8,413573
